run_id,scene_id,terrain_class,vehicle_id,method,model_tag,friction_mu,start_i,start_j,start_k,goal_i,goal_j,goal_k,goal_radius_cells,found,fail_reason,path_length_m,risk_max,risk_avg,expanded_nodes,planning_time_ms,num_states,num_actions
uniform_slope_scene_001__standard_offroad__proposed_ml_risk_constrained_astar__main,uniform_slope_scene_001,uniform_slope,standard_offroad,proposed_ml_risk_constrained_astar,main,0.5374373197555542,10,60,0,110,60,0,2,1,,10.480150893977513,0.5217283368110657,0.39592956206620655,3208,3699.091101999329,26,25
uniform_slope_scene_001__urban_small__proposed_ml_risk_constrained_astar__main,uniform_slope_scene_001,uniform_slope,urban_small,proposed_ml_risk_constrained_astar,main,0.5374373197555542,10,60,0,110,60,0,2,1,,10.480150893977513,0.5350818634033203,0.4516022960454161,3230,3771.204965999459,26,25
uniform_slope_scene_001__mountain_large__proposed_ml_risk_constrained_astar__main,uniform_slope_scene_001,uniform_slope,mountain_large,proposed_ml_risk_constrained_astar,main,0.5374373197555542,10,60,0,110,60,0,2,1,,10.480150893977513,0.5165491700172424,0.3714779137585856,3191,3783.934740999939,26,25
lateral_pits_scene_002__mountain_large__proposed_ml_risk_constrained_astar__main,lateral_pits_scene_002,lateral_pits,mountain_large,proposed_ml_risk_constrained_astar,main,0.5114595890045166,10,60,0,110,60,0,2,1,,10.204973969107714,0.39057400822639465,0.22996519286071893,1136,2110.7616999997845,26,25
mixed_random_scene_002__standard_offroad__proposed_ml_risk_constrained_astar__main,mixed_random_scene_002,mixed_random,standard_offroad,proposed_ml_risk_constrained_astar,main,0.5903469324111938,10,60,0,110,60,0,2,1,,10.236384928638111,0.5481141805648804,0.3808643931284195,707,1451.1897140000656,26,25
lateral_pits_scene_002__standard_offroad__proposed_ml_risk_constrained_astar__main,lateral_pits_scene_002,lateral_pits,standard_offroad,proposed_ml_risk_constrained_astar,main,0.5114595890045166,10,60,0,110,60,0,2,1,,10.204973969107714,0.41734424233436584,0.258246794072205,1173,2187.769238999863,26,25
mixed_random_scene_002__urban_small__proposed_ml_risk_constrained_astar__main,mixed_random_scene_002,mixed_random,urban_small,proposed_ml_risk_constrained_astar,main,0.5903469324111938,10,60,0,110,60,0,2,1,,10.379322029528074,0.5143860578536987,0.4232099268094379,695,1508.459703999506,26,25
mixed_random_scene_002__mountain_large__proposed_ml_risk_constrained_astar__main,mixed_random_scene_002,mixed_random,mountain_large,proposed_ml_risk_constrained_astar,main,0.5903469324111938,10,60,0,110,60,0,2,1,,10.232370182435924,0.5547053813934326,0.36414860981347447,940,1389.1991210002743,26,25
mixed_random_scene_003__mountain_large__proposed_ml_risk_constrained_astar__main,mixed_random_scene_003,mixed_random,mountain_large,proposed_ml_risk_constrained_astar,main,0.5020315051078796,10,60,0,110,60,0,2,1,,10.332971887412404,0.5469956398010254,0.41805281491050067,1536,1324.8093369993512,26,25
mixed_random_scene_003__standard_offroad__proposed_ml_risk_constrained_astar__main,mixed_random_scene_003,mixed_random,standard_offroad,proposed_ml_risk_constrained_astar,main,0.5020315051078796,10,60,0,110,60,0,2,1,,10.332971887412404,0.5534608364105225,0.43385644552058017,1497,1348.050085000068,26,25
mixed_random_scene_003__urban_small__proposed_ml_risk_constrained_astar__main,mixed_random_scene_003,mixed_random,urban_small,proposed_ml_risk_constrained_astar,main,0.5020315051078796,10,60,0,110,60,0,2,1,,10.332971887412404,0.549501895904541,0.46124432716743874,1550,1650.3517810006088,26,25
